IMAGE_SCHEMA_ANNOTATION,LinguisticExamples,Language
OBJECT,We spent all day at the fair.,en
OBJECT,Time-theft,en
OBJECT,"Despite the debt crisis, the welfare bureaucracy continued to hum along, producing checks every month. ",en
OBJECT,Government steals the people's wealth through overt and hidden taxes,en
OBJECT,America Tax Slaves Work 6.5 Months Every Year to Pay for Government,en
OBJECT,"The state cannot pay its bills and poorly educates its young, and its taxation punishes whatever success that its suffocating regulatory regime does not prevent. ",en
OBJECT,High sales taxes hurt local small businesses.,en
OBJECT,We are being taxed to death!,en
OBJECT,"According to the Tax Foundation, Texas residents on average shoulder the fifth lowest tax burden compared to other residents in the 50 states. ",en
OBJECT,"The Obama campaign is taking a swipe at Mitt Romney's tax plan in a new television ad, saying it will create a ""heavy load"" for the middle class.",en
OBJECT,President Obama decided to target certain and specific products or services he deems unhealthy and levied heavy taxes on them.,en
OBJECT,Remember when President Obama literally laughed out loud at the idea his health-care plan would impose taxes on the middle class?,en
OBJECT,"The new president delivered on his tax cut promises, which, combined with a recession in 2001, caused the tax burden to fall considerably.",en
OBJECT,New Taxes Burdensome for Farm and Ranch Families,en
OBJECT,The burdens of regulation on corporations hold down their profit margins.,en
OBJECT,Obama accused the Republicans of moving the goalposts in the debate about the deficit.,en
OBJECT,Could Texas be a battleground state?,en
OBJECT,Women: We Want You on the Political Battlefield,en
OBJECT,But Scott Brown’s win in the Massachusetts Senate race does raise a bigger question: is the system broken? I fear the answer is yes.,en
OBJECT,The engine is dying; we need to repair it.,en
OBJECT,"Society’s great institutions are factories of ideas, regularly churning out new frameworks, insights, and understanding. ",en
OBJECT,"In this view, educational institutions are factories that take less productive workers as their raw materials, apply doses of training, and create more productive workers as outputs. ",en
OBJECT,gun-infested state,en
OBJECT,I saw an opportunity for success and grabbed it.,en
OBJECT,They just handed him the job.,en
OBJECT,"Fame and fortune were within my grasp, but once again they eluded me.",en
OBJECT,"If you have a chance at a promotion, go for it!",en
OBJECT,"I kept getting close to a world championship, but it kept escaping me.",en
OBJECT,"He almost got his hands on the Johnson ranch, but it slipped through his fingers.",en
OBJECT,She is pursuing an impossible dream.,en
OBJECT,He has interesting pursuits.,en
OBJECT,Latch onto a good job.,en
OBJECT,He finally managed to get a smile out of her.,en
OBJECT,She landed four huge accounts this year.,en
OBJECT,A passerby ... quickly realized his distress.,en
OBJECT,Cole’s friend shared a little of his distress over the death of Princess Diana.,en
OBJECT,Our relationship is veering off-course.,en
PART-WHOLE,They assembled a theory.,en
PART-WHOLE,They put/pieced a theory together.,en
PART-WHOLE,One piece of the theory doesn’t fit.,en
PART-WHOLE,I’m going to pieces.,en
PART-WHOLE,He took the problem apart piece by piece.,en
PART-WHOLE,He tore the problem apart looking for its solution.,en
PART-WHOLE,Something is missing in that argument.,en
PART-WHOLE,A unified theory.,en
PART-WHOLE,His thoughts are scattered.,en
PART-WHOLE,The theory is a mess/ all over the place.,en
PART-WHOLE,Everything fell into place.,en
PART-WHOLE,I’m missing a piece of the puzzle.,en
PART-WHOLE,How/where does this fit with what you were saying before?,en
PART-WHOLE,His argument lacked coherence.,en
PART-WHOLE,That story just doesn’t hang together.,en
PART-WHOLE,We were made for each other.,en
PART-WHOLE,We are one.,en
PART-WHOLE,She is my other half.,en
PART-WHOLE,He is a perfect match.,en
PART-WHOLE,"If ever two were one, then surely we.",en
PART-WHOLE,She is my better half.,en
PART-WHOLE,Five is made up of two plus three.,en
PART-WHOLE,You can factor 28 into 7 times 4.,en
PART-WHOLE,"If you put 2 and 2 together, you get 4.",en
PART-WHOLE,"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",en
PART-WHOLE,"Earth is part of the group of ""terrestrial"" planets. ",en
PART-WHOLE,The Milky Way belongs to a cluster of galaxies.,en
PART-WHOLE,Our galaxy has at least 100 billion planets.,en
PART-WHOLE,The eye possesses several parts.,en
PART-WHOLE,Which car part belongs to which car?,en
SCALE,That’s a big discovery.,en
SCALE,Let’s look at the larger issues.,en
SCALE,That’s a monumental discovery.,en
SCALE,Mr. Big,en
SCALE,The big cheese,en
SCALE,He’ll never amount to anything.,en
SCALE,Tomorrow is a big day.,en
SCALE,Maslow is a towering figure in humanistic psychology.,en
SCALE,He stands head and shoulders above them.,en
SCALE,That's a bigwig.,en
SCALE,He has to be cut down to size (i.e. reduced to his real importance.,en
SCALE,A big part of this mission was not to contaminate the planet with Earth organisms.,en
SCALE,Texaco is a relatively small player in the California gasoline market but a bigger factor in the Eastern states that want to follow California's lead.,en
SCALE,He’s short of money.,en
SCALE,He’s long on good looks.,en
SCALE,He’s short on intelligence.,en
SCALE,Which of the two classes is bigger?,en
SCALE,He only has a little money.,en
SCALE,I’m not a big eater.,en
SCALE,This class is bigger than that one.,en
SCALE,He’s a bigger eater than she is.,en
SCALE,I have a smaller amount of money than he does.,en
SCALE,He is trying to pay off his huge debt.,en
SCALE,The city is expanding the number of recycling containers in parks.,en
SCALE,She has very little money.,en
SCALE,The number of available parking spaces continues to shrink.,en
SCALE,What is the size of your bank account?,en
SCALE,He doesn't know how big our national debt is.,en
SCALE,Do you have anything smaller than a twenty?,en
SCALE,Can you break a twenty?,en
SCALE,I only have small change.,en
SCALE,We don’t accept any bill larger than a twenty.,en
SCALE,He’s a big man in the garment industry.,en
SCALE,He’s a giant among writers.,en
SCALE,That’s the biggest idea to hit advertising in years.,en
SCALE,He’s head and shoulders above everyone in the industry.,en
SCALE,It was only a small crime.,en
SCALE,That was only a little white lie.,en
SCALE,I was astounded at the enormity of the crime.,en
SCALE,That was one of the greatest moments in World Series history.,en
SCALE,His accomplishments tower over those of lesser men.,en
SCALE,…Grundstückspreise auf ihrem Höchststand…,de
SCALE,…Einnahmen in Höhe von 282 Millionen Mark…,de
SCALE,…der Aufbau großer Vermögenswerte…,de
SCALE,Wie kommt man zum großen Geld?,de
SCALE,…große Zufriedenheit auslöst.,de
SCALE,Der Zorn der Rabbiner war groß.,de
SCALE,…die große Hoffnung…,de
SCALE,Sein großer Wunsch…,de
SCALE,Zu groß sei immer noch…die Skepsis…,de
SCALE,…großen Eindruck gemacht…,de
SCALE,Travelling will widen your horizon.,en
SCALE,They are broad-minded people.,en
SCALE,He expanded his interests to include music.,en
SCALE,You can do it by stretching imagination.,en
SCALE,They are narrow-minded people.,en
SCALE,His interests are very narrow.,en
SCALE,WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,en
SCALE,We need to know how big of a problem that is.,en
SCALE,Here are some tips to grow your business.,en
SCALE,Out of these discussions will grow legislation of farreaching importance.,en
SCALE,Credit card debt has been growing significantly,en
SOURCE_PATH_GOAL,The time will come when…,en
SOURCE_PATH_GOAL,The time has long since gone when…,en
SOURCE_PATH_GOAL,The time for action has arrived.,en
SOURCE_PATH_GOAL,Coming up in the weeks ahead …,en
SOURCE_PATH_GOAL,I look forward to the arrival of Christmas.,en
SOURCE_PATH_GOAL,I’m looking ahead to Christmas.,en
SOURCE_PATH_GOAL,"Before us is a great opportunity, and we don’t want it to pass us by.",en
SOURCE_PATH_GOAL,I can’t face the future.,en
SOURCE_PATH_GOAL,The face of things to come …,en
SOURCE_PATH_GOAL,Let’s meet the future head-on.,en
SOURCE_PATH_GOAL,The time will come when there are no more typewriters.,en
SOURCE_PATH_GOAL,The time has long since gone when you could mail a letter for three cents.,en
SOURCE_PATH_GOAL,The time for action has arrived.,en
SOURCE_PATH_GOAL,The deadline is approaching.,en
SOURCE_PATH_GOAL,The time to start thinking about irreversible environmental decay is here.,en
SOURCE_PATH_GOAL,Thanksgiving is coming up on us.,en
SOURCE_PATH_GOAL,The summer just zoomed by.,en
SOURCE_PATH_GOAL,Time is flying by.,en
SOURCE_PATH_GOAL,The time for end-of-summer sales has passed.,en
SOURCE_PATH_GOAL,I can see the face of things to come.,en
SOURCE_PATH_GOAL,I can’t face the future.,en
SOURCE_PATH_GOAL,Let’s meet the future head-on.,en
SOURCE_PATH_GOAL,"In the weeks following next Tuesday, there will be very little to do.",en
SOURCE_PATH_GOAL,"During the week preceding last Tuesday, things were impossibly hectic around here.",en
SOURCE_PATH_GOAL,"On the preceding day, I took a long walk.",en
SOURCE_PATH_GOAL,"In the following weeks, there will be no vacations.",en
SOURCE_PATH_GOAL,Come what come may. Time and the hour runs through the roughest day.,en
SOURCE_PATH_GOAL,Time flies.,en
SOURCE_PATH_GOAL,On the preceding day . . .,en
SOURCE_PATH_GOAL,There’s going to be trouble along the road.,en
SOURCE_PATH_GOAL,His stay in Russia extended over many years.,en
SOURCE_PATH_GOAL,He passed the time happily.,en
SOURCE_PATH_GOAL,We’re coming up on Christmas.,en
SOURCE_PATH_GOAL,We’re getting close to Christmas.,en
SOURCE_PATH_GOAL,Will you be staying a long time or a short time?,en
SOURCE_PATH_GOAL,What will be the length of his visit?,en
SOURCE_PATH_GOAL,His visit to Russia extended over many years.,en
SOURCE_PATH_GOAL,Let’s spread the conference over two weeks.,en
SOURCE_PATH_GOAL,The conference runs from the first to the tenth of the month.,en
SOURCE_PATH_GOAL,She arrived on time.,en
SOURCE_PATH_GOAL,He’ll have his degree within two years.,en
SOURCE_PATH_GOAL,I’ll be there in a minute.,en
SOURCE_PATH_GOAL,He left at 10 o’clock.,en
SOURCE_PATH_GOAL,We passed the deadline.,en
SOURCE_PATH_GOAL,We’re halfway through September.,en
SOURCE_PATH_GOAL,We’ve reached June already.,en
SOURCE_PATH_GOAL,That's all behind us now.,en
SOURCE_PATH_GOAL,You can't go back in time!,en
SOURCE_PATH_GOAL,We're looking ahead to the future.,en
SOURCE_PATH_GOAL,He has a great future in front of him.,en
SOURCE_PATH_GOAL,The flow of history . . .,en
SOURCE_PATH_GOAL,How’re things going?,en
SOURCE_PATH_GOAL,"Things seem to be going with me, rather than against me these days.",en
SOURCE_PATH_GOAL,Things took a turn for the worse.,en
SOURCE_PATH_GOAL,Things are go mg my way.,en
SOURCE_PATH_GOAL,You gotta go with the flow.,en
SOURCE_PATH_GOAL,I’m just trying to keep my head above water.,en
SOURCE_PATH_GOAL,The tide of events . . .,en
SOURCE_PATH_GOAL,The winds of change. . .,en
SOURCE_PATH_GOAL,I’m trying to get my bearings.,en
SOURCE_PATH_GOAL,He’s up a creek without a paddle.,en
SOURCE_PATH_GOAL,We’re all in the same boat.,en
SOURCE_PATH_GOAL,Try to keep a tight rein on the situation.,en
SOURCE_PATH_GOAL,Wild horses couldn’t make me go.,en
SOURCE_PATH_GOAL,Hold your horses!,en
SOURCE_PATH_GOAL,Whoa! (said when things start to get out of hand).,en
SOURCE_PATH_GOAL,The GOP presidential race has a new front-runner: Gov. Rick Perry.,en
SOURCE_PATH_GOAL,"This year's US presidential election is shaping up to be a very close race, with the incumbent currently in front, but his challenger close on his heels. ",en
SOURCE_PATH_GOAL,"At the turn, it's Obama by a nose. ",en
SOURCE_PATH_GOAL,"Noem sprints to election finish line with stop in Elk Point, SD. ",en
SOURCE_PATH_GOAL,"The race continues as Perry and Romney jockey for position, with Gingrich trailing behind. ",en
SOURCE_PATH_GOAL,"With the official start of primary season, candidates were off and running as they sought to quickly raise millions of dollars for ad buys. ",en
SOURCE_PATH_GOAL,The Iowa caucuses in January 2012 serve as the starting line of the marathon primary-election campaigns necessary ...,en
SOURCE_PATH_GOAL,Hutchinson the front-runner in 2014 governor's race,en
SOURCE_PATH_GOAL,"While Perry appeared to be the frontrunner, Romney came out ahead in the GOP primary. ",en
SOURCE_PATH_GOAL,"In the presidential race of 2008, John McCain came up short. ",en
SOURCE_PATH_GOAL,"During the Republican primary, several candidates jockeyed for the frontrunner position, but Huntsman quickly fell behind and bowed out. ",en
SOURCE_PATH_GOAL,"In the Supervisors race, my candidate came out slightly ahead of his closest rival.",en
SOURCE_PATH_GOAL,"As Election Day drew near, the candidates pulled into the final lap of the race.",en
SOURCE_PATH_GOAL,Last Legs of Campaign Can Decide Race,en
SOURCE_PATH_GOAL,How both candidates fair in the final leg of campaigning will likely determine the winner in each state.,en
SOURCE_PATH_GOAL,In the weeks ahead of us …,en
SOURCE_PATH_GOAL,That’s all behind us now.,en
SOURCE_PATH_GOAL,That’s all behind us now.,en
SOURCE_PATH_GOAL,Let’s put that in back of us.,en
SOURCE_PATH_GOAL,We’re looking ahead to the future.,en
SOURCE_PATH_GOAL,He has a great future in front of him.,en
SOURCE_PATH_GOAL,In the following weeks …,en
SOURCE_PATH_GOAL,In the preceding weeks …,en
SOURCE_PATH_GOAL,…wollte Jakhini die Endzeit …herbeizwingen…,de
SOURCE_PATH_GOAL,"…die der festen Überzeugung waren, die Erlösung sei nahe…",de
SOURCE_PATH_GOAL,"Es [das Ende der Geschichte] wird kommen, es ist schon da.",de
SOURCE_PATH_GOAL,…den Wahlen entgegengesehen.,de
SOURCE_PATH_GOAL,Am kommenden Montag…,de
SOURCE_PATH_GOAL,Der Ökozid rückt zwar stündlich näher…,de
SOURCE_PATH_GOAL,…ist noch immer nicht die Zeit gekommen…,de
SOURCE_PATH_GOAL,"…erklärt, was auf mich zukommt…",de
SOURCE_PATH_GOAL,Es wird einmal die Zeit kommen…,de
SOURCE_PATH_GOAL,…in den kommenden Monaten…,de
SOURCE_PATH_GOAL,Nicht zuletzt auf Lehrer und Erzieher kommen neue Aufgaben zu.,de
SOURCE_PATH_GOAL,We are moving ahead.,en
SOURCE_PATH_GOAL,Let's forge ahead.,en
SOURCE_PATH_GOAL,Let's keep moving forward.,en
SOURCE_PATH_GOAL,We made lots of forward movement.,en
SOURCE_PATH_GOAL,We are sliding backward.,en
SOURCE_PATH_GOAL,We are backsliding.,en
SOURCE_PATH_GOAL,We need to backtrack.,en
SOURCE_PATH_GOAL,It is time to turn around and retrace our steps.,en
SOURCE_PATH_GOAL,She's ahead of the game.,en
SOURCE_PATH_GOAL,You are falling behind on your studies.,en
SOURCE_PATH_GOAL,Step forward and cast the first stone. Step back and let me handle this.,en
SOURCE_PATH_GOAL,The government intends to go ahead with major tax cuts. We are learning to step back from ourselves and identify our strengths and weaknesses.,en
SOURCE_PATH_GOAL,The test was at the forefront of my attention.,en
SOURCE_PATH_GOAL,That deadline is in the back of my mind.,en
SOURCE_PATH_GOAL,He puts his work before everything. Backbenchers.,en
SOURCE_PATH_GOAL,Should we place the needs of Europe's working classes before the needs of the masses of Africa and Asia?,en
SOURCE_PATH_GOAL,We consider this agreement to be an important step forward.,en
SOURCE_PATH_GOAL,Don't risk your marketing department being left behind.,en
SOURCE_PATH_GOAL,He is in love.,en
SOURCE_PATH_GOAL,What kind of a state was he in when you saw him?,en
SOURCE_PATH_GOAL,She can stay/remain silent for days.,en
SOURCE_PATH_GOAL,She can remain silent for days.,en
SOURCE_PATH_GOAL,He is at rest.,en
SOURCE_PATH_GOAL,She is at play.,en
SOURCE_PATH_GOAL,He remained standing.,en
SOURCE_PATH_GOAL,He is at a certain stage in his studies.,en
SOURCE_PATH_GOAL,What state is the project in?,en
SOURCE_PATH_GOAL,They are in love.,en
SOURCE_PATH_GOAL,I’m close to being in a depression and the next thing that goes wrong will send me over the edge.,en
SOURCE_PATH_GOAL,I’m in love.,en
SOURCE_PATH_GOAL,She’s out of her depression.,en
SOURCE_PATH_GOAL,He’s on the edge of madness.,en
SOURCE_PATH_GOAL,He’s in a deep depression.,en
SOURCE_PATH_GOAL,She’s close to insanity.,en
SOURCE_PATH_GOAL,We’re far from safety.,en
SOURCE_PATH_GOAL,Harry’s in trouble.,en
SOURCE_PATH_GOAL,The renovation is at a crossroads.,en
SOURCE_PATH_GOAL,"When at rest, the computer goes into hibernation. ",en
SOURCE_PATH_GOAL,East Timor took the first steps toward independence in the 1990s.,en
SOURCE_PATH_GOAL,The country is slowly moving out of recession.,en
SOURCE_PATH_GOAL,Shape up!,en
SOURCE_PATH_GOAL,He is a conformist.,en
SOURCE_PATH_GOAL,She’s a reformed criminal.,en
SOURCE_PATH_GOAL,He is working in many areas.,en
SOURCE_PATH_GOAL,He is in a difficult field.,en
SOURCE_PATH_GOAL,There are many subareas in linguistics.,en
SOURCE_PATH_GOAL,He ranks above me.,en
SOURCE_PATH_GOAL,They are lower class.,en
SOURCE_PATH_GOAL,Climbing the ladder in the company.,en
SOURCE_PATH_GOAL,Be nice to the people you meet on your way up. . .,en
SOURCE_PATH_GOAL,He’s the top of the heap.,en
SOURCE_PATH_GOAL,Something good came about.,en
SOURCE_PATH_GOAL,It came into existence.,en
SOURCE_PATH_GOAL,It went out of existence.,en
SOURCE_PATH_GOAL,The baby is due any day.,en
SOURCE_PATH_GOAL,The baby is a new arrival.,en
SOURCE_PATH_GOAL,No answers were forth-coming.,en
SOURCE_PATH_GOAL,He's no longer with us.,en
SOURCE_PATH_GOAL,He's gone / departed.,en
SOURCE_PATH_GOAL,The created object is brought into existence.,en
SOURCE_PATH_GOAL,The created object is brought into being.,en
SOURCE_PATH_GOAL,Aspirin can make your headaches go away.,en
SOURCE_PATH_GOAL,He’s on the edge.,en
SOURCE_PATH_GOAL,She came back from the brink.,en
SOURCE_PATH_GOAL,He went over the edge.,en
SOURCE_PATH_GOAL,I’m hanging on by my fingertips.,en
SOURCE_PATH_GOAL,I’m on shaky ground.,en
SOURCE_PATH_GOAL,We’ve got to explore this problem.,en
SOURCE_PATH_GOAL,We’ve got to survey the problem.,en
SOURCE_PATH_GOAL,Let’s map out the problem before we do anything else.,en
SOURCE_PATH_GOAL,I think we’re headed in the right direction.,en
SOURCE_PATH_GOAL,How close are we to finding a solution?,en
SOURCE_PATH_GOAL,The solution still lies far ahead.,en
SOURCE_PATH_GOAL,We aren’t getting any nearer to an answer.,en
SOURCE_PATH_GOAL,Let’s not leave any stone unturned.,en
SOURCE_PATH_GOAL,I’m leaning toward leaving.,en
SOURCE_PATH_GOAL,They pushed him into running for president.,en
SOURCE_PATH_GOAL,They prodded me to run.,en
SOURCE_PATH_GOAL,I was drawn into the bank robbery.,en
SOURCE_PATH_GOAL,They stopped me from leaving.,en
SOURCE_PATH_GOAL,I’ve taken steps toward canceling my policy.,en
SOURCE_PATH_GOAL,She’s close to resigning.,en
SOURCE_PATH_GOAL,She backed away from resigning.,en
SOURCE_PATH_GOAL,She came near to resigning.,en
SOURCE_PATH_GOAL,He’s inching toward invading another country.,en
SOURCE_PATH_GOAL,The car is in motion.,en
SOURCE_PATH_GOAL,She was forced into an arranged marriage.,en
SOURCE_PATH_GOAL,Her parents kept pushing her until she succeeded.,en
SOURCE_PATH_GOAL,"He's holding you back, you need to leave him.",en
SOURCE_PATH_GOAL,I'm going to the top and nothing will stand in my way.,en
SOURCE_PATH_GOAL,All the bridges that used to span this river are now gone.,en
SOURCE_PATH_GOAL,Let’s hope he can keep the team on the road to success.,en
SOURCE_PATH_GOAL,She went from fat to thin through an intensive exercise program.,en
SOURCE_PATH_GOAL,Do it this way.,en
SOURCE_PATH_GOAL,She did it the other way.,en
SOURCE_PATH_GOAL,Do it any way you can.,en
SOURCE_PATH_GOAL,However you want to go about it is fine with me.,en
SOURCE_PATH_GOAL,"If this doesn’t work, I’ll try a different route.",en
SOURCE_PATH_GOAL,…sei nichts anderes als ein Schleichweg an die Macht…,de
SOURCE_PATH_GOAL,…es gibt tatsächlich Anzeichen für einen asiatischen Sonderweg.,de
SOURCE_PATH_GOAL,Das Gemauschel in der Grauzone sei einfach der falsche Weg.,de
SOURCE_PATH_GOAL,Jetzt hat die moderne Traumforschung einen Weg gefunden…,de
SOURCE_PATH_GOAL,Ernst Tugendhats Denkweg führt durch die Denkgeschichte der Bundesrepublik.,de
SOURCE_PATH_GOAL,"Es gab in unserem Jahrhundert viele Wege, die von Heidegger weggeführt haben.",de
SOURCE_PATH_GOAL,…kann…ein „mittlerer Weg“ das Problem relativieren…,de
SOURCE_PATH_GOAL,Auf diesem Weg…,de
SOURCE_PATH_GOAL,"…dass es nur einen Weg gebe, die Lage…zu verbessern.",de
SOURCE_PATH_GOAL,…nach den dramatischen Irrwegen…,de
SOURCE_PATH_GOAL,…schufen sich die EG-Regierungen auf dem Umweg über Brüssel Dutzende weiterer Zusatzbudgets.,de
SOURCE_PATH_GOAL,…die fallenreichen Pfade alternativer Politik…,de
SOURCE_PATH_GOAL,Ein Weg aus der Hoffnungslosigkeit sei auch die Initiative…,de
SOURCE_PATH_GOAL,Nach dem Führungswechsel…scheint der Deutsche Judo-Bund…auf einem guten Weg…,de
SOURCE_PATH_GOAL,Welchen Weg hätte die Brandenburgische CDU genommen…,de
SOURCE_PATH_GOAL,„Das ist der falsche Weg…,de
SOURCE_PATH_GOAL,"To be cool, you have to wear your overalls this way.",en
SOURCE_PATH_GOAL,She solved the problem a different way.,en
SOURCE_PATH_GOAL,Do it any way you can.,en
SOURCE_PATH_GOAL,However you want to go about repairing it is fine with me.,en
SOURCE_PATH_GOAL,He went from fat to thin through an intensive exercise program.,en
SOURCE_PATH_GOAL,He eased into bathing daily through the help of his friends.,en
SOURCE_PATH_GOAL,Die SPD verfolgt eine Linie in Richtung große Koalition.,de
SOURCE_PATH_GOAL,Ein politischer Rückschlag…führt unweigerlich zu ökonomischen Verwerfungen…,de
SOURCE_PATH_GOAL,Mit einer kleinen Währungsunion auf Maastrich zugehen…,de
SOURCE_PATH_GOAL,"Auch wenn die Politiker in Rio zu kurz springen, sie stolpern doch endlich in die richtige Richtung.",de
SOURCE_PATH_GOAL,…sie [die Demokratie] braucht vor allem moralische Wegweiser.,de
SOURCE_PATH_GOAL,"…dass wir alle unzufrieden waren über die Richtung, die Demokraten wie Republikaner eingeschlagen hatten.",de
SOURCE_PATH_GOAL,…und der Richtung der Reformen…,de
SOURCE_PATH_GOAL,Der Weg fürht weg von der Heidegger-Begeisterung…,de
SOURCE_PATH_GOAL,…ist eine attraktive Forschungsrichtung.,de
SOURCE_PATH_GOAL,Ohne Kehrtwende…bleibe die Bundesrepublik…“außen vor“…,de
SOURCE_PATH_GOAL,…auch eine Neuorientierung in der Frage politischer Grundsätze…,de
SOURCE_PATH_GOAL,…ein Zeichen zur ökologischen Wende,de
SOURCE_PATH_GOAL,Wir haben unser Land schon wiederholt auf einen neuen Kurs gebracht.,de
SOURCE_PATH_GOAL,…eine gewisse Umorientierung in der SPD…,de
SOURCE_PATH_GOAL,"…forderte sie die Umkehr, eine Welt ohne Waffen…",de
SOURCE_PATH_GOAL,…um Jelzin den Kurswechsel nicht unnötig schwer zu machen…,de
SOURCE_PATH_GOAL,…daß er…einen Parteitag herumreißen könnte.,de
SOURCE_PATH_GOAL,He finally reached his goals.,en
SOURCE_PATH_GOAL,He’s headed for great things.,en
SOURCE_PATH_GOAL,It took him hours to reach a state of perfect concentration.,en
SOURCE_PATH_GOAL,"He’ll ultimately be successful, but he isn’t there yet.",en
SOURCE_PATH_GOAL,We’ve reached the end.,en
SOURCE_PATH_GOAL,We are seeing the light at the end of the tunnel.,en
SOURCE_PATH_GOAL,We only have a short way to go.,en
SOURCE_PATH_GOAL,We’re where we wanted to go.,en
SOURCE_PATH_GOAL,The goal is a long way off.,en
SOURCE_PATH_GOAL,The necessary retrofitting is now at an end.,en
SOURCE_PATH_GOAL,He is just floating around.,en
SOURCE_PATH_GOAL,She is drifting aimlessly.,en
SOURCE_PATH_GOAL,He needs some direction.,en
SOURCE_PATH_GOAL,…ein so anderes Ergebnis vorausgesagt hatten…,de
SOURCE_PATH_GOAL,…in Rückerinnerung an…,de
SOURCE_PATH_GOAL,…im Rückblick auf die zehn Jahre…,de
SOURCE_PATH_GOAL,Während der zurückliegenden vier Jahrzehnte,de
SOURCE_PATH_GOAL,…seine Gabe vorauszudenken…,de
SOURCE_PATH_GOAL,Andere sahen das Grünen-Paar kurz vor dem finanziellen Offenbarungseid…,de
SOURCE_PATH_GOAL,…dass man es für ein Individuum voraussagen könnte.,de
SOURCE_PATH_GOAL,Seine besseren Jahre liegen bis zur Unkenntlichkeit weit zurück.,de
SOURCE_PATH_GOAL,Leave the past behind you.,en
SOURCE_PATH_GOAL,As we travel down life’s path. . .,en
SOURCE_PATH_GOAL,"I don’t know where I’m headed, but I’m enjoying getting there.",en
SOURCE_PATH_GOAL,He just sails through life.,en
SOURCE_PATH_GOAL,He had a head start in life.,en
SOURCE_PATH_GOAL,…einen eindrucksvolleren Lebenslauf…,de
SOURCE_PATH_GOAL,Ein Sonderweg hat sich vollendet.,de
SOURCE_PATH_GOAL,"…ein so unerhörter Lebensweg, der bis an die Regierungsspitze führte…",de
SOURCE_PATH_GOAL,…endete sein Lebensweg.,de
SOURCE_PATH_GOAL,"Weggefährten eines Reiters, der…",de
SOURCE_PATH_GOAL,Dieser verschlungene und für ihn doch gerade Weg führte über Höhen und Tiefen. [zum Leben Willy Brands],de
SOURCE_PATH_GOAL,"„Ich denke nicht viel rückwärts“, sagt er. “Ich denke eher: wie viel habe ich noch vor mir.",de
SOURCE_PATH_GOAL,"…dass man denen, die…später leben werden, den Weg bahnen muß.",de
SOURCE_PATH_GOAL,She hasn't gone as far in life as her parents had hoped.,en
SOURCE_PATH_GOAL,His life has taken a good course.,en
SOURCE_PATH_GOAL,I go where my path leads me.,en
SOURCE_PATH_GOAL,"As I've traveled through life, I've made a lot of friends along the way.",en
SOURCE_PATH_GOAL,"He has changed his direction in life, and taken a more spiritual path. ",en
SOURCE_PATH_GOAL,It's time to take the next big step in my life.,en
SOURCE_PATH_GOAL,"He made it this far in life without a partner, he can survive without one going forward.",en
SOURCE_PATH_GOAL,He's over the hill.,en
SOURCE_PATH_GOAL,She's past her peak.,en
SOURCE_PATH_GOAL,Life is full of peaks and valleys.,en
SOURCE_PATH_GOAL,He started going down a bad life path.,en
SOURCE_PATH_GOAL,They are at a crossroads in their relationship.,en
SOURCE_PATH_GOAL,Look how far we’ve come.,en
SOURCE_PATH_GOAL,We’ll just have to go our separate ways.,en
SOURCE_PATH_GOAL,We can’t turn back now.,en
SOURCE_PATH_GOAL,I don’t think this relationship is going anywhere.,en
SOURCE_PATH_GOAL,Where are we?,en
SOURCE_PATH_GOAL,We’re stuck.,en
SOURCE_PATH_GOAL,"It’s been a long, bumpy road.",en
SOURCE_PATH_GOAL,This relationship is a dead-end street.,en
SOURCE_PATH_GOAL,We’re just spinning our wheels.,en
SOURCE_PATH_GOAL,Our marriage is on the rocks.,en
SOURCE_PATH_GOAL,We’ve gotten off the track.,en
SOURCE_PATH_GOAL,This relationship is foundering.,en
SOURCE_PATH_GOAL,We’re heading in different directions.,en
SOURCE_PATH_GOAL,The marriage is out of gas.,en
SOURCE_PATH_GOAL,We’re trying to keep the relationship afloat.,en
SOURCE_PATH_GOAL,We may have to bail out of this relationship.,en
SOURCE_PATH_GOAL,The new stadium is bogged down.,en
SOURCE_PATH_GOAL,Where are we in this relationship?,en
SOURCE_PATH_GOAL,It feels like this relationship is going nowhere.,en
SOURCE_PATH_GOAL,He’s hit a crossroads in his career.,en
SOURCE_PATH_GOAL,…der dem Jüngeren…rechtzeitig den Weg freigab.,de
SOURCE_PATH_GOAL,Seine journalistischen Laufbahn begann Voß…,de
SOURCE_PATH_GOAL,…als Nachfolger von Hans Tietmeyer…,de
SOURCE_PATH_GOAL,…der Weg ins Weiße Haus…,de
SOURCE_PATH_GOAL,Für die Sozialdemokraten avancierte er zu einem ihrer Hoffnungsträger auf dem Weg an die Regierung…,de
SOURCE_PATH_GOAL,In ganz anderer Weise als seine Vorgänger…,de
SOURCE_PATH_GOAL,…bei ihren ersten Karriere-Schritten…,de
SOURCE_PATH_GOAL,…sehr verschiedene Karriere-Pfade…,de
SOURCE_PATH_GOAL,Do it over.,en
SOURCE_PATH_GOAL," In the course of the investigation, new evidence was found. ",en
SOURCE_PATH_GOAL,Follow along as I assemble this.,en
SOURCE_PATH_GOAL,Follow these steps in assembly.,en
SOURCE_PATH_GOAL,His job offer opened up new paths for me.,en
